,school_name,address,postal_code,dgp_code,zone_code,cluster_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,sch_lat,sch_lon,dist_centre,type_primary,type_secondary,type_juniorcollege,type_polytechnic,type_university
258,CHIJ PRIMARY (TOA PAYOH),628 LORONG 1 TOA PAYOH,319765,TOA PAYOH,SOUTH,SOUTH 3,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3327526,103.8418473,5.5389,1,0,0,0,0
259,CHIJ (KELLOCK),121 QUEENSWAY,149059,BUKIT MERAH,SOUTH,SOUTH 4,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.2750227,103.8281576,2.7772,1,0,0,0,0
260,CHIJ OUR LADY OF THE NATIVITY,1257 UPPER SERANGOON ROAD,534793,HOUGANG,SOUTH,SOUTH 1,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.373303,103.8975757,11.1866,1,0,0,0,0
261,DE LA SALLE SCHOOL,11 CHOA CHU KANG ST 52,689285,CHOA CHU KANG,WEST,WEST 2,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3947078,103.7432018,17.2318,1,0,0,0,0
262,ST. ANDREW'S JUNIOR SCHOOL,2 FRANCIS THOMAS DRIVE,359337,TOA PAYOH,SOUTH,SOUTH 5,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3314026,103.8651171,5.4964,1,0,0,0,0
263,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVE 4,469701,BEDOK,EAST,EAST 4,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3347254,103.9412349,11.4687,1,0,0,0,0
264,ST. GABRIEL'S PRIMARY SCHOOL,220 LORONG CHUAN,556742,SERANGOON,SOUTH,SOUTH 6,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3494719,103.862561,7.3965,1,0,0,0,0
265,ST. MARGARET'S PRIMARY SCHOOL,99 WILKIE ROAD,228091,CENTRAL,SOUTH,SOUTH 6,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3037885,103.8462511,2.2879,1,0,0,0,0
266,ST. JOSEPH'S INSTITUTION JUNIOR,3 ESSEX ROAD,309331,NOVENA,SOUTH,,,,,PRIMARY,No,No,No,No,1.3177286,103.8456119,3.8193,1,0,0,0,0
267,ST. STEPHEN'S SCHOOL,20 SIGLAP VIEW,455789,BEDOK,EAST,EAST 7,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.31879,103.9172581,8.2784,1,0,0,0,0
268,CHIJ OUR LADY OF GOOD COUNSEL,2C BURGHLEY DRIVE,558979,SERANGOON,SOUTH,SOUTH 6,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3574295,103.8640094,8.2961,1,0,0,0,0
269,MONTFORT JUNIOR SCHOOL,52 HOUGANG AVENUE 8,538786,HOUGANG,NORTH,NORTH 4,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3738244,103.8893078,10.8499,1,0,0,0,0
270,CHIJ OUR LADY QUEEN OF PEACE,4 CHESTNUT DRIVE,679287,BUKIT PANJANG,WEST,WEST 8,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3666037,103.7674122,13.117,1,0,0,0,0
271,FAIRFIELD METHODIST SCHOOL (PRIMARY),100 DOVER ROAD,139648,QUEENSTOWN,SOUTH,SOUTH 2,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3005408,103.7854383,7.5758,1,0,0,0,0
272,GEYLANG METHODIST SCHOOL (PRIMARY),4 GEYLANG EAST CENTRAL,389706,GEYLANG,EAST,EAST 5,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3175913,103.8838457,5.1943,1,0,0,0,0
273,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8 BISHAN STREET 13,579793,BISHAN,SOUTH,SOUTH 7,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3497831,103.8545292,7.3359,1,0,0,0,0
274,ST. HILDA'S PRIMARY SCHOOL,2 TAMPINES AVE 3,529706,TAMPINES,EAST,EAST 6,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,1.3493857,103.9370071,11.9777,1,0,0,0,0
275,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,60 DUNEARN ROAD,309434,NOVENA,NORTH,NORTH 2,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3203942,103.8299478,4.7139,1,0,0,0,0
276,METHODIST GIRLS' SCHOOL (PRIMARY),11 BLACKMORE DRIVE,599986,BUKIT TIMAH,WEST,WEST 3,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3494728,103.8849713,8.1885,1,0,0,0,0
277,NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK,545080,SENG KANG,NORTH,NORTH 4,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3922115,103.8911809,12.8301,1,0,0,0,0
278,CANOSSA CATHOLIC PRIMARY SCHOOL,1 SALLIM ROAD,387621,GEYLANG,EAST,EAST 5,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,na,PRIMARY,No,No,No,No,1.3266442,103.882228,5.8549,1,0,0,0,0
279,KONG HWA SCHOOL,350 GUILLEMARD ROAD,399772,GEYLANG,EAST,EAST 4,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,1.3109967,103.888352,5.087,1,0,0,0,0
280,MEE TOH SCHOOL,21 EDGEDALE PLAINS,828867,PUNGGOL,NORTH,NORTH 4,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3946185,103.9085895,13.8552,1,0,0,0,0
281,NGEE ANN PRIMARY SCHOOL,344 MARINE TERRACE,449149,MARINE PARADE,EAST,EAST 7,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3055251,103.917463,7.7195,1,0,0,0,0
282,RED SWASTIKA SCHOOL,350 BEDOK NORTH AVENUE 3,469719,BEDOK,EAST,EAST 2,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,No,No,1.333243,103.9343323,10.7222,1,0,0,0,0
283,TAO NAN SCHOOL,49 MARINE CRESCENT,449761,MARINE PARADE,EAST,EAST 7,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,Yes,No,1.3052853,103.9115532,7.089,1,0,0,0,0
284,NANYANG PRIMARY SCHOOL,52 KING'S ROAD,268097,BUKIT TIMAH,WEST,WEST 2,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,1.3208475,103.8077502,6.3685,1,0,0,0,0
285,ST. ANTHONY'S PRIMARY SCHOOL,30 BUKIT BATOK ST 32,659401,BUKIT BATOK,WEST,WEST 4,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3641195,103.7492519,14.4531,1,0,0,0,0
286,MAHA BODHI SCHOOL,10 UBI AVENUE 1,408931,GEYLANG,EAST,EAST 7,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,1.3284709,103.9012987,7.4326,1,0,0,0,0
287,PEI CHUN PUBLIC SCHOOL,580 TOA PAYOH EAST,319133,TOA PAYOH,SOUTH,SOUTH 3,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,No,No,1.3373345,103.8556315,5.9612,1,0,0,0,0
288,POI CHING SCHOOL,21 TAMPINES STREET 71,529067,TAMPINES,EAST,EAST 2,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,1.3576512,103.9352465,12.4105,1,0,0,0,0
289,KHENG CHENG SCHOOL,15 LORONG 3 TOA PAYOH,319580,TOA PAYOH,SOUTH,SOUTH 3,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3373382,103.8471485,5.9636,1,0,0,0,0
290,NAN HUA PRIMARY SCHOOL,170 WEST COAST ROAD,127443,CLEMENTI,WEST,WEST 1,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,Yes,No,1.3373382,103.8471485,5.9636,1,0,0,0,0
291,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7 PEI WAH AVENUE,597610,BUKIT TIMAH,WEST,WEST 5,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,No,No,1.3380551,103.7761082,10.3233,1,0,0,0,0
292,AI TONG SCHOOL,100 BRIGHT HILL DRIVE,579646,BISHAN,SOUTH,SOUTH 7,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,1.3380551,103.7761082,10.3233,1,0,0,0,0
293,HONG WEN SCHOOL,30 TOWNER ROAD,327829,KALLANG,SOUTH,SOUTH 4,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,1.3783412,103.9956633,19.1661,1,0,0,0,0
294,HOLY INNOCENTS' PRIMARY SCHOOL,5 LORONG LOW KOON,536451,HOUGANG,SOUTH,SOUTH 1,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,No,No,1.3783412,103.9956633,19.1661,1,0,0,0,0
295,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO,536741,HOUGANG,EAST,EAST 5,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3067016,103.9069274,6.665,1,0,0,0,0
296,CHONGFU SCHOOL,170 YISHUN AVENUE 6,768959,YISHUN,NORTH,NORTH 2,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3067016,103.9069274,6.665,1,0,0,0,0
297,CHIJ (KATONG) PRIMARY,17 MARTIA ROAD,424821,BEDOK,EAST,EAST 7,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,1.3067016,103.9069274,6.665,1,0,0,0,0
298,ANGLO-CHINESE SCHOOL (PRIMARY),50 BARKER ROAD,309918,NOVENA,SOUTH,SOUTH 3,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,1.3067016,103.9069274,6.665,1,0,0,0,0
299,ANGLO-CHINESE SCHOOL (INDEPENDENT),121 DOVER ROAD,139650,QUEENSTOWN,SOUTH,SOUTH 2,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL,No,No,Yes,Yes,1.3067016,103.9069274,6.665,0,1,1,0,0
300,ASSUMPTION ENGLISH SCHOOL,622 UPPER BUKIT TIMAH ROAD,678117,BUKIT PANJANG,WEST,WEST 6,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3683816,103.7666875,13.3134,0,1,0,0,0
301,CHIJ SECONDARY (TOA PAYOH),626 LORONG 1 TOA PAYOH,319764,TOA PAYOH,SOUTH,SOUTH 3,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.3683816,103.7666875,13.3134,0,1,0,0,0
302,GEYLANG METHODIST SCHOOL (SECONDARY),2 GEYLANG EAST CENTRAL,389705,GEYLANG,EAST,EAST 5,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.317649,103.8826611,5.1087,0,1,0,0,0
303,CHIJ KATONG CONVENT,346 MARINE TERRACE,449150,MARINE PARADE,EAST,EAST 7,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.3064425,103.9171444,7.7184,0,1,0,0,0
304,MONTFORT SECONDARY SCHOOL,50 HOUGANG AVENUE 8,538785,HOUGANG,NORTH,NORTH 4,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3739613,103.8889286,10.8477,0,1,0,0,0
305,SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD,309437,NOVENA,NORTH,NORTH 2,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,1.3206341,103.828165,4.8403,0,1,0,0,0
306,ST. ANDREW'S SECONDARY SCHOOL,15 FRANCIS THOMAS DRIVE,359342,TOA PAYOH,SOUTH,SOUTH 5,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3306936,103.8662491,5.4571,0,1,0,0,0
307,ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600 BEDOK NORTH AVENUE 4,469700,BEDOK,EAST,EAST 4,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,1.3346631,103.9419772,11.5372,0,1,0,0,0
308,ST. GABRIEL'S SECONDARY SCHOOL,24 SERANGOON AVENUE 1,556140,SERANGOON,SOUTH,SOUTH 6,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3463829,103.8758084,7.4571,0,1,0,0,0
309,CHIJ ST. JOSEPH'S CONVENT,62 SENGKANG EAST WAY,548595,SENG KANG,NORTH,NORTH 1,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,1.3917522,103.902465,13.2677,0,1,0,0,0
310,ST. JOSEPH'S INSTITUTION,38 MALCOLM ROAD,308274,NOVENA,SOUTH,SOUTH 5,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL,No,No,No,No,1.3177286,103.8456119,3.8193,1,1,0,0,0
